,blocks,repeat,P_ID,t_comp,t_IO,t_IO_plus_t_comp_mean,t_end_loop,t_init,t_IO_plus_t_comp_max,std_comp,std_IO,t_tot_max,std_tot_max,t_comm_mean,t_comm_max,t_block_RMSD_mean,t_block_RMSD_max,std_t_comm_mean,std_t_comm_max,std_t_block_RMSD_mean,std_t_block_RMSD_max,speed_up,std_S,efficiency,std_E,Ideal_Scaling,Ideal_Efficiency
0,1,3.0,0.0,197.704301453,1.21385259628,200.703752279,7.15255737305e-07,0.000795555114746,205.750043631,4.62248284326,0.0729914585753,200.754378414,4.78895739103,0.0459575653076,0.0459575653076,200.708420849,200.708420849,0.0750409356001,0.0750409356001,4.78641703076,4.78641703076,1.0,0.0337357946837,1.0,0.0337357946837,1,1.0
1,8,3.0,3.5,25.583050704,0.155878323317,25.9678933203,9.35792922974e-07,0.000288057327271,31.2928628922,1.83670876099,0.0114781932147,29.9229903221,0.979957424657,2.36301064491,5.21816382408,25.9686241567,29.9142757893,0.989456884781,0.943849053433,0.33988018852,0.981596851721,6.70903463367,0.271825174183,0.838629329209,0.0339781467729,8,1.0
2,16,3.0,7.5,12.4745229006,0.0789632052183,12.6641573161,8.01682472229e-07,0.000290822982788,14.9534573555,0.545005835292,0.00668297650359,14.22643857,0.657159709198,1.06959229708,2.04524559975,12.664681372,14.2181416988,0.529725733773,0.592789332698,0.100606230697,0.657470067366,14.1113587512,0.733632033539,0.881959921953,0.0458520020962,16,1.0
3,24,3.0,11.5,8.29367833336,0.051433690389,8.41897276044,8.84135564168e-07,0.000225216150284,10.0048792362,0.343093160276,0.00383239959244,9.61840558052,0.252782778947,0.820320449273,1.52665944099,8.41936776439,9.60805940628,0.213848424783,0.226749214235,0.0360837726019,0.254542467588,20.8718978144,0.740805628821,0.869662408934,0.0308669012009,24,1.0
4,32,3.0,15.5,6.23637335151,0.0383811399341,6.32789996117,7.97212123871e-07,0.000265982747078,7.37968349457,0.340314037849,0.00292413080688,7.49716043472,0.11474739672,0.771192921698,1.48932814598,6.32829330117,7.26935739517,0.189860644586,0.186773146862,0.0476823199386,0.125974706344,26.7773886076,0.758943495212,0.836793393988,0.0237169842254,32,1.0
5,40,3.0,19.5,4.92178017855,0.0304383695126,4.99416945219,7.21216201782e-07,0.000244458913803,5.86970710754,0.227010296931,0.00209664413568,6.211459589,0.124665345108,0.684476709366,1.36816263199,4.99452104926,5.74500846863,0.130719559692,0.0921127345514,0.032465140554,0.122025875713,32.3200007241,1.00756820977,0.808000018102,0.0251892052444,40,1.0
6,48,3.0,23.5,4.12796357075,0.0254100143909,4.18821120361,7.63932863871e-07,0.000210576256116,4.95665049553,0.199385178,0.0016952368049,5.55299119949,0.0801211325119,0.753657802939,1.52727847099,4.18851516644,4.86483616829,0.0725162037498,0.0908504127745,0.0296298429472,0.0879352736165,36.1524755221,1.00789087632,0.753176573377,0.02099772659,48,1.0
7,56,3.0,27.5,3.56743768879,0.021906294993,3.6187277581,7.050377982e-07,0.000250940663474,4.29360842705,0.170667655966,0.00159165271953,4.97199707031,0.052046500509,0.703615776982,1.4368142128,3.61906234026,4.19849500656,0.0749836333908,0.0609961882159,0.0177931736172,0.0852036578645,40.3770106006,1.05184198038,0.721018046439,0.0187828925068,56,1.0
8,64,3.0,31.5,3.10634064674,0.0192449830472,3.1513302125,7.32392072678e-07,0.000225288420916,3.77015590668,0.155285425576,0.00145671988891,4.72992362976,0.0484686382624,0.812910731137,1.66198530197,3.15163033754,3.74186630249,0.0452557578193,0.0468550089831,0.0168236778176,0.022206163705,42.4434714233,1.10194380693,0.663179240989,0.0172178719833,64,1.0
9,72,3.0,35.5,2.76662624876,0.0170719828871,2.80666534106,7.92079501682e-07,0.00027123954561,3.37550520897,0.125600129098,0.00115163447901,4.44188895226,0.0955908395979,0.790072777536,1.71088027954,2.80700831082,3.26511688232,0.078716538967,0.127032267825,0.00808672047176,0.0765423181978,45.195722039,1.45202522744,0.627718361653,0.0201670170478,72,1.0
