,blocks,repeat,P_ID,t_comp,t_IO,t_IO_plus_t_comp_mean,t_end_loop,t_init,t_IO_plus_t_comp_max,std_comp,std_IO,t_tot_max,std_tot_max,t_comm_mean,t_comm_max,t_block_RMSD_mean,t_block_RMSD_max,std_t_comm_mean,std_t_comm_max,std_t_block_RMSD_mean,std_t_block_RMSD_max,speed_up,std_S,efficiency,std_E,Ideal_Scaling,Ideal_Efficiency
0,1,3.0,0.0,219.507354498,820.950165224,1042.47254543,0.0386415958404,0.138401937485,1088.23704195,9.80107545464,18.4936433434,1042.64460502,26.6004925247,0.0288997650146,0.0288997650146,1042.61570525,1042.61570525,0.00270846069791,0.00270846069791,26.6001148843,26.6001148843,1.0,0.0360801534034,1.0,0.0360801534034,1,1.0
1,24,3.0,11.5,9.66840435863,40.2207940241,50.1918687761,0.217056594292,1.13970722159,52.8113567829,0.320587874348,0.550865820909,53.789548111,1.12786344499,0.0115810732047,0.149494028091,51.3317654113,53.7842891216,0.000430779822242,0.0096635633891,0.586741390683,1.12787186643,19.3837769908,0.640119420216,0.807657374615,0.026671642509,24,1.0
2,48,3.0,23.5,4.85167854726,20.2177733123,25.5002415448,0.38968513608,1.58714348376,28.2295050621,0.1986974667,0.550689527594,30.2642865658,2.26395545416,0.00614335636298,0.165213489532,27.0875015954,30.2615791321,0.000148763351835,0.00726170730644,0.239015765334,2.26395562177,34.4513194702,2.72292999898,0.717735822297,0.056727708312,48,1.0
3,72,3.0,35.5,3.33985232711,13.9881880489,18.0459356752,0.690231977569,2.75366151664,22.6603629589,0.24442316299,1.03238956166,23.0230995655,1.32491714005,0.00430935223897,0.170629549026,20.7996922023,23.02110219,3.01721172474e-05,0.00220845291677,1.0800716813,1.32490922144,45.286891196,2.85076576687,0.628984599944,0.0395939689843,72,1.0
4,96,3.0,47.5,2.45574311167,10.2481122682,13.7092512955,0.985263260206,3.31736320555,15.4045739174,0.103795142372,0.363100829242,18.6490532398,0.549723426321,0.00354087551435,0.192873382568,17.0267016316,18.6475322723,0.000135623020993,0.0130052116658,0.442186952884,0.549761810261,55.9087151293,2.17957884606,0.582382449264,0.0227039463131,96,1.0
5,144,3.0,71.5,1.61358710262,6.76233705315,9.95581385096,1.56619193388,3.35832205713,11.200512886,0.0667031685293,0.242050963053,14.5216082096,0.334729263336,0.00268834862444,0.229779863358,13.314213917,14.5205478191,7.17174352529e-05,0.0101449006962,0.0852816081355,0.334729151833,71.7995272952,2.46870424809,0.498607828439,0.0171437795006,144,1.0
6,192,3.0,95.5,1.21026772186,5.08592721522,8.48971559554,2.1833193399,4.36581778576,9.47007393837,0.0541290543895,0.197140331541,14.4424421787,0.372003831084,0.00208237419526,0.232157707214,12.8556026317,14.4353076935,1.38789021203e-05,0.00284546419855,0.0367120190372,0.378269514595,72.1930953307,2.61728289665,0.376005704847,0.0136316817534,192,1.0
